filter_key,category,context,description,net_profitability_improvement,statistical_confidence,trade_reduction,risk_reduction,rank_score,trade_count,net_pnl,profit_factor,win_rate,expectancy,max_drawdown,avg_winner,avg_loser,trade_coverage,net_pnl_delta,profit_factor_delta,expectancy_delta,max_drawdown_delta,baseline_trades,baseline_net_pnl,baseline_expectancy,baseline_profit_factor,baseline_win_rate,baseline_max_drawdown,baseline_avg_winner,baseline_avg_loser,expectancy_lift,expectancy_lift_ci_low,expectancy_lift_ci_high,p_value_approx,statistically_acceptable
all:only_day_wednesday,day_filter,all,all trade only Wednesday,2141906.9999999925,0.9412838130851717,0.8020752114196605,0.7737977223067367,2.7427558361134743,13200,-626212.1250000002,0.687490069723872,0.3946969696969697,-47.44031250000002,-626186.9999999995,264.41516314779244,-250.79037859824766,0.19792478858033946,2141906.9999999925,-0.04469059431517297,-5.934297910544117,2142074.2499999977,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-5.934297910544117,-12.087367477359459,0.2187716562712243,0.05871618691482828,False
all:only_day_friday,day_filter,all,all trade only Friday,2117389.124999994,0.9292026998164339,0.7939782882504648,0.7648763280561031,2.716237490367645,13740,-650729.9999999991,0.691045449228442,0.3819505094614265,-47.36026200873356,-650883.7500000015,277.3441549161587,-248.02545042392836,0.20602171174953518,2117389.124999994,-0.041135214810603005,-5.854247419277655,2117377.499999996,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-5.854247419277655,-12.204967443798706,0.49647260524339565,0.07079730018356613,False
ce:min_confidence_0.4077,minimum_confidence,ce,ce require quality confidence >= 0.4077,1791281.9999999998,1.0,0.2782492652791939,0.6443502667965321,2.6051531599828497,48135,-976837.1249999932,0.8667096794066974,0.43062220837228626,-20.29369741352432,-984531.3749999976,306.43600443844105,-267.4003949720873,0.7217507347208061,1791281.9999999998,0.13452901536765238,21.21231717593158,1783729.8749999995,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,21.21231717593158,16.95208931863178,25.47254503323138,1.6858584476301191e-22,False
ce:min_directional_confidence_0.4699,minimum_confidence,ce,ce require directional confidence >= 0.4699,1796873.624999999,0.9999999999999563,0.3962244347148084,0.6104847853503722,2.536079620630103,40267,-971245.4999999938,0.8442288725107264,0.41850646931730695,-24.12013559490386,-1078279.8749999958,312.3566861500122,-266.28573030108896,0.6037755652851916,1796873.624999999,0.1120482084716814,17.38587899455204,1689981.3750000014,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,17.38587899455204,12.872121027973161,21.89963696113092,4.37150158027855e-14,False
all:only_regime_range,regime_filter,all,all trade only regime=range,1937035.1249999914,0.980298827020565,0.7415282192766748,0.6996188040417071,2.513225449721843,17238,-831084.0000000016,0.6856904474444855,0.390822601229841,-48.21232161503664,-831533.624999998,269.1218086685464,-251.8005547090752,0.25847178072332516,1937035.1249999914,-0.04649021659455954,-6.706307025580742,1936727.624999999,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-6.706307025580742,-12.34284793198551,-1.0697661191759735,0.01970117297943501,False
all:ema_spread_above_0.000392,ema_distance_filter,all,all require EMA20/EMA50 spread >= 0.000392,1711709.2499999984,0.9999776559105304,0.49349247286031306,0.6183295109881711,2.385064969740089,33780,-1056409.8749999946,0.8020032783295008,0.4137951450562463,-31.2732349023089,-1056563.6249999956,306.1297664186583,-269.4420639329361,0.5065075271396869,1711709.2499999984,0.06982261429045578,10.232779687147001,1711697.6250000016,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,10.232779687147001,5.502620875191945,14.962938499102059,2.23440894695702e-05,False
ce:only_day_sunday,day_filter,ce,ce trade only Sunday,1674405.0,0.9998346893211684,0.49752594014274576,0.5917823417135942,2.3087274049414637,33511,-1093714.124999993,0.7840936607251994,0.4056578436931157,-32.63746605592173,-1130053.1249999974,292.18579888185997,-254.33990435306512,0.5024740598572542,1674405.0,0.051912996686154345,8.868548533534174,1638208.1249999998,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,8.868548533534174,4.254006322786948,13.4830907442814,0.00016531067883166737,False
all:vwap_distance_above_0.001193,vwap_distance_filter,all,all require absolute VWAP distance >= 0.001193,1662583.1250000037,0.9993026958362063,0.5,0.6005833083853641,2.298408903120494,33346,-1105535.9999999893,0.790924667249148,0.40871468841840103,-33.153481676962436,-1105689.7499999953,306.86066475897024,-268.181772074859,0.5,1662583.1250000037,0.05874400321010298,8.352532912493466,1662571.5000000019,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,8.352532912493466,3.524246973512632,13.1808188514743,0.0006973041637936054,False
all:min_adx_25,minimum_trend_strength,all,all require ADX >= 25,1692028.8749999993,0.8744787966201605,0.5714328555149044,0.6112039642212256,2.292458166837962,28582,-1076090.2499999937,0.7570283217486954,0.40063676439717305,-37.649228535441665,-1076288.9999999937,292.7937188891806,-258.52963195376805,0.42856714448509564,1692028.8749999993,0.02484765770965036,3.8567860540142362,1691972.2500000035,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,3.8567860540142362,-1.0774672383262978,8.79103934635477,0.12552120337983952,False
ce:min_directional_confidence_0.4353,minimum_confidence,ce,ce require directional confidence >= 0.4353,1558917.0000000005,0.9999999999798495,0.3175343369519582,0.5604421818930573,2.2250784598551645,45515,-1209202.1249999925,0.8311933088339313,0.41790618477425023,-26.567112490387622,-1216810.8749999967,313.02421665527606,-270.3719993206008,0.6824656630480418,1558917.0000000005,0.09901264479488625,14.93890209906828,1551450.3750000005,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,14.93890209906828,10.571927796210653,19.305876401925907,2.015057502184422e-11,False
ce:min_confidence_0.3867,minimum_confidence,ce,ce require quality confidence >= 0.3867,1465289.6249999986,0.9999999999999994,0.20335272596413367,0.5269440790676826,2.1210248221689865,53130,-1302829.4999999944,0.839624931732814,0.4268962921136834,-24.52154150197618,-1309542.3749999967,300.7279936951635,-266.7950055831061,0.7966472740358663,1465289.6249999986,0.10744426769376902,16.98447308747972,1458718.8750000005,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,16.98447308747972,12.879111810130514,21.089834364828928,5.112070517291094e-16,False
pe:min_directional_confidence_0.4607,minimum_confidence,pe,pe require directional confidence >= 0.4607,1435523.2500000042,0.9999999996122739,0.2847268038145505,0.5185649475821713,2.0472982845588223,47703,-1332595.8749999888,0.8199473115237336,0.42255204075215397,-27.935263505439675,-1332737.9999999925,301.06405343057037,-268.68307558266156,0.7152731961854495,1435523.2500000042,0.08776664748468854,13.570751084016226,1435523.2500000047,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,13.570751084016226,9.321008697664679,17.820493470367772,3.877260540992347e-10,False
pe:min_directional_confidence_0.4645,minimum_confidence,pe,pe require directional confidence >= 0.4645,1461781.875,0.9999791539365193,0.3849337251844299,0.5275661301837045,2.04145549578092,41020,-1306337.249999993,0.7963466443578837,0.4158459288152121,-31.846349341784325,-1307820.3749999942,299.4592859655296,-267.69525707369996,0.6150662748155701,1461781.875,0.06416598031883869,9.659665247671576,1460440.875000003,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,9.659665247671576,5.210749059721545,14.108581435621607,2.0846063480717204e-05,False
ce:only_regime_volatile_trend,regime_filter,ce,ce trade only regime=volatile_trend,1462305.7499999986,0.9999725974104019,0.38977688478378214,0.527800347600864,2.040282503081965,40697,-1305813.3749999944,0.7915555730348268,0.4072536059168981,-32.0862317861266,-1307171.9999999963,299.18850307710915,-259.69256000497455,0.6102231152162179,1462305.7499999986,0.059374908995781794,9.419782803329298,1461089.250000001,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,9.419782803329298,5.017640548110228,13.821925058548366,2.7402589598047867e-05,False
all:only_regime_mixed,regime_filter,all,all trade only regime=mixed,1575069.3749999956,0.9932028355643229,0.6291309302465063,0.5690744957687799,2.028122406479331,24734,-1193049.7499999974,0.6829993257373926,0.3885340017789278,-48.23521266273136,-1192914.3749999965,267.48242715920946,-248.84659316318434,0.37086906975349365,1575069.3749999956,-0.04918133830165239,-6.729198073275455,1575346.8750000007,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-6.729198073275455,-11.602146428944472,-1.8562497176064383,0.006797164435677128,False
ce:only_regime_trend,regime_filter,ce,ce trade only regime=trend,1448300.6250000016,0.9984098358557127,0.42489354045462724,0.5223446667109202,1.9975579237373036,38355,-1319818.4999999914,0.7726552722872733,0.4029722330856472,-34.41059835744991,-1322274.7499999935,290.21375194099403,-253.52033931612715,0.5751064595453728,1448300.6250000016,0.04047460824822824,7.095416232005988,1445986.5000000037,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,7.095416232005988,2.6912632026381793,11.499569261373797,0.0015901641442872517,False
all:vwap_side_aligned,vwap_distance_filter,all,all require side-aligned VWAP distance,1471634.6249999828,0.7381117921596401,0.4999850056978348,0.5286726008970436,1.9806810586097714,33347,-1296484.5000000102,0.7457215583944092,0.4050739196929259,-38.87859477614209,-1304757.3749999977,281.4773375037012,-257.0028920308487,0.5000149943021652,1471634.6249999828,0.013540894355364208,2.6274198133138142,1463503.8749999995,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,2.6274198133138142,-1.9626167287254823,7.217456355353111,0.26188820784035993,False
ce:only_day_wednesday,day_filter,ce,ce trade only Wednesday,1416734.6250000016,0.9995003623438059,0.40103760570983027,0.5089788310261557,1.959251443980055,39946,-1351384.4999999914,0.7747640977287369,0.40602313122715666,-33.83028338256625,-1359274.8749999942,286.606957888896,-252.87068529523305,0.5989623942901697,1416734.6250000016,0.04258343368969186,7.675731206889651,1408986.375000003,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,7.675731206889651,3.35379879538974,11.997663618389563,0.0004996376561940584,False
all:atr_above_7.7002,atr_range,all,all require ATR >= 7.7002,1370234.2499999984,0.9999999995212124,0.24998500569783477,0.4950116702316298,1.9581537235423971,50020,-1397884.8749999946,0.8263247000406649,0.4243702518992403,-27.946518892442917,-1397939.6249999993,313.32529914731265,-279.5415899697843,0.7500149943021652,1370234.2499999984,0.09414403600161991,13.559495697012984,1370321.624999998,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,13.559495697012984,9.290780331076892,17.828211062949077,4.787875455555027e-10,False
pe:min_confidence_0.4519,minimum_confidence,pe,pe require quality confidence >= 0.4519,1394158.1249999984,0.9996520127934042,0.3843339530978228,0.5035670405024105,1.934083320200556,41060,-1373960.9999999946,0.7854913570000543,0.41480759863614225,-33.462274719921936,-1374256.1249999949,295.39651831845947,-266.57043865490243,0.6156660469021772,1394158.1249999984,0.05331069296100932,8.043739869533965,1394005.1250000023,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,8.043739869533965,3.6358154698147374,12.451664269253193,0.00034798720659577544,False
ce:only_day_tuesday,day_filter,ce,ce trade only Tuesday,1391119.8749999953,0.9981313126428164,0.4028369219696515,0.4997258206753446,1.9164782781466543,39826,-1376999.2499999977,0.7730486047704199,0.4050369105609401,-34.57538417114442,-1384889.6249999932,290.76783057467014,-256.0614106351552,0.5971630780303485,1391119.8749999953,0.0408679407313749,6.93063041831148,1383371.625000004,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,6.93063041831148,2.563258247131433,11.298002589491528,0.0018686873571836502,False
pe:min_directional_confidence_0.4468,minimum_confidence,pe,pe require directional confidence >= 0.4468,1337428.1250000028,0.9999999988954537,0.24740598572542438,0.483129301831611,1.9087537160805221,50192,-1430690.9999999902,0.816512506608733,0.42191982786101373,-28.50436324513847,-1430833.1249999958,300.6337831137557,-268.73040237808016,0.7525940142745756,1337428.1250000028,0.08433184256968795,13.00165134431743,1337428.1250000014,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,13.00165134431743,8.819628924890837,17.183673763744025,1.1045462998878766e-09,False
ce:only_day_thursday,day_filter,ce,ce trade only Thursday,1383595.500000003,0.9968636170214742,0.40552090205721825,0.49951707050770705,1.905270430232384,39647,-1384523.62499999,0.7716484633849028,0.40308220041869497,-34.9212708401642,-1385467.4999999953,292.76016050309784,-256.1955442406827,0.5944790979427818,1383595.500000003,0.03946779934585776,6.584743749291704,1382793.7500000019,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,6.584743749291704,2.2157859724673834,10.953701526116024,0.003136382978525779,False
ce:only_day_monday,day_filter,ce,ce trade only Monday,1364441.2499999981,0.9972692670716797,0.3960894859953218,0.4904262106764682,1.8778861655257213,40276,-1403677.8749999949,0.7709335754422635,0.40138047472440164,-34.85147172013097,-1410633.3749999953,292.22704286774734,-254.16093944421394,0.6039105140046782,1364441.2499999981,0.03875291140321846,6.654542869324935,1357627.8750000019,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,6.654542869324935,2.301870484925523,11.007215253724347,0.0027307329283203087,False
all:exclude_low_volatility,volatility_filter,all,all exclude volatility below p25 (0.000205),1296773.9999999981,0.9999999764013732,0.24998500569783477,0.4685753105852998,1.8438135033792293,50020,-1471345.1249999949,0.8160957441463177,0.4201919232307077,-29.41513644542173,-1471122.3749999984,310.6508171567232,-275.86387145714093,0.7500149943021652,1296773.9999999981,0.08391508010727267,12.090878144034171,1297138.8749999988,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,12.090878144034171,7.8464192793931415,16.3353370086752,2.3598626849743683e-08,False
ce:min_directional_confidence_0.3632,minimum_confidence,ce,ce require directional confidence >= 0.3632,1270353.7499999977,0.9999999396573549,0.2481557008336832,0.4573000922510477,1.8019151574336196,50142,-1497765.3749999953,0.8105985389871135,0.41577918710861156,-29.87047535000589,-1502335.124999998,307.4693855525713,-269.9490381989486,0.7518442991663168,1270353.7499999977,0.07841787494806851,11.635539239450011,1265926.1249999993,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,11.635539239450011,7.426131518257419,15.844946960642604,6.034264509378047e-08,False
all:avoid_after_2pm,time_filter,all,all avoid trades after 2 PM,1273858.874999993,0.1451899273210322,0.4548071732741559,0.4602617437209017,1.694328827607651,36360,-1494260.25,0.7331680209624837,0.40019251925192517,-41.09626650165016,-1494136.4999999956,282.16233420383486,-256.77492663579267,0.5451928267258441,1273858.874999993,0.0009873569234386537,0.40974808780573824,1274124.7500000016,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,0.40974808780573824,-3.9791791113243677,4.798675286935844,0.8548100726789678,False
all:morning_only,time_filter,all,all trade morning only,1273858.874999993,0.1451899273210322,0.4548071732741559,0.4602617437209017,1.694328827607651,36360,-1494260.25,0.7331680209624837,0.40019251925192517,-41.09626650165016,-1494136.4999999956,282.16233420383486,-256.77492663579267,0.5451928267258441,1273858.874999993,0.0009873569234386537,0.40974808780573824,1274124.7500000016,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,0.40974808780573824,-3.9791791113243677,4.798675286935844,0.8548100726789678,False
ce:min_adx_30,minimum_trend_strength,ce,ce require ADX >= 30,1235010.374999998,0.9875124828863059,0.36241228333233366,0.4454064803312927,1.6921589647584856,42522,-1533108.749999995,0.764525480792132,0.4020742204035558,-36.054483561450425,-1535259.7499999937,291.13947622389924,-256.07553097345135,0.6375877166676663,1235010.374999998,0.03234481675308698,5.451531028005476,1233001.5000000035,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,5.451531028005476,1.1742109427195047,9.728851113291448,0.012487517113694125,False
ce:only_day_friday,day_filter,ce,ce trade only Friday,1240569.374999996,0.8898911199903212,0.39698914412523245,0.4479116178070256,1.6804936227840281,40216,-1527549.749999997,0.7515959339814727,0.39740401830117367,-37.98363213646302,-1528324.8749999995,289.19445313477695,-253.75321861847,0.6030108558747675,1240569.374999996,0.019415269942427704,3.522382452992879,1239936.3749999977,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,3.522382452992879,-0.7987370022993519,7.84350190828511,0.11010888000967872,False
ce:only_regime_range,regime_filter,ce,ce trade only regime=range,1208072.2499999967,0.9536690799290688,0.3707641096383374,0.43422554500591304,1.6430013753886374,41965,-1560046.8749999963,0.7557110945346761,0.399737876802097,-37.174952341236654,-1566211.4999999984,287.6915946348734,-253.51621179039293,0.6292358903616626,1208072.2499999967,0.023530430495631083,4.331062248219247,1202049.7499999988,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,4.331062248219247,0.07035803827275267,8.591766458165742,0.046330920070931154,False
all:exclude_regime_mixed,regime_filter,all,all exclude regime=mixed,1193049.7499999972,0.925218706980014,0.37086906975349365,0.43095395169079503,1.6200365167740955,41958,-1575069.3749999958,0.7603441876468012,0.40202106868773535,-37.539190976690875,-1575268.1249999986,296.25000000000017,-261.94557094459935,0.6291309302465063,1193049.7499999972,0.028163523607756202,3.966823612765026,1192993.1249999986,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,3.966823612765026,-0.39671849166967466,8.330365717199726,0.07478129301998598,False
